eid	name	location	office_cmte	party	election_type	year	search_location
506163	STOLLER, BEN	MILLBURN TOWNSHIP	MUNICIPAL OFFICE	REPUBLICAN	GENERAL	2026	MILLBURN TOWNSHIP
503653	ZALL & BRAZELL	MILLBURN TOWNSHIP	JOINT CANDIDATES CMTE	DEMOCRAT	PRIMARY	2026	MILLBURN TOWNSHIP
506874	ZALL & BRAZELL CTE	MILLBURN TOWNSHIP	JOINT CANDIDATES CMTE	DEMOCRAT	GENERAL	2026	MILLBURN TOWNSHIP
506872	ZALL, BETH	MILLBURN TOWNSHIP	MUNICIPAL OFFICE	DEMOCRAT	GENERAL	2026	MILLBURN TOWNSHIP
503651	ZALL, BETH	MILLBURN TOWNSHIP	MUNICIPAL OFFICE	DEMOCRAT	PRIMARY	2026	MILLBURN TOWNSHIP
509030	BOOKHART, BRANDIE	MONTCLAIR TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	MONTCLAIR TOWN
509027	GIDEON, ANDREW W	MONTCLAIR TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	MONTCLAIR TOWN
509031	HARAN, AYELET	MONTCLAIR TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	MONTCLAIR TOWN
509419	HORTA, MARIANA	MONTCLAIR TOWN	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	MONTCLAIR TOWN
509421	MARTIN, ANTOINETTE	MONTCLAIR TOWN	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	MONTCLAIR TOWN
509032	MOON, DAVID	MONTCLAIR TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	MONTCLAIR TOWN
509029	PIERSON, COREY	MONTCLAIR TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	MONTCLAIR TOWN
509420	PORRO, KYLE	MONTCLAIR TOWN	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	MONTCLAIR TOWN
509028	REYNICS, RICHARD	MONTCLAIR TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	MONTCLAIR TOWN
503117	SAVE MONTCLAIR SCHOOLS	MONTCLAIR TOWN	CMTE BALLOT QUESTION	INDEPENDENT	SPECIAL (INCLUDES RECALL)	2026	MONTCLAIR TOWN
509033	SIMPSON, GEORGE	MONTCLAIR TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	MONTCLAIR TOWN
473413	ADAMS, ERIC	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503696	AHMAD, ABDUSH	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503695	BAKER, LONNIE T	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
447717	BARAKA, RAS J	NEWARK CITY	MAYOR	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
502813	BEY, AMINA	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503686	BROWN, NADIRAH A	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
502808	CHANEYFIELD JENKINS, GAYLE	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503691	CHERRY, CHRISTINA G	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503010	CHILDS, QUAMID	NEWARK CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
503445	COMESANAS, MARK	NEWARK CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
503688	COOPER, MALIK H	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503645	COUNCIL CHILDS COMESANAS & NIVAR MOVING NEWARK SCHOOLS FORWARD 2026	NEWARK CITY	JOINT CANDIDATES CMTE	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
503103	COUNCIL, HASSANI K	NEWARK CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
505521	COUNCIL, PATRICK	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	RUNOFF	2026	NEWARK CITY
441239	COUNCIL, PATRICK O	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
442017	CRUMP, CECIL LAWRENCE	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503681	DAVIS, DOUGLAS R	NEWARK CITY	MAYOR	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503698	EL-AMIN, MUTA N	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503487	FARRELL, JOHN	NEWARK CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
503008	GARCIA, JOSEPHINE C	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
502888	GARNER, TANISHA  H	NEWARK CITY	MAYOR	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503488	GRAY, LISA A	NEWARK CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
473414	HERRAN, ALONZO JR	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503684	HINNANT, JOANETTE	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
470814	HOLLAWAY, TAMMY	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503489	HOLLAWAY, TAMMY	NEWARK CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
502667	JACKSON, DONALD L	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503685	JACKSON, DONNA	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503529	JACKSON, LATOYA	NEWARK CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
503694	JETTI, WILLIE S	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
502828	JONES, TRENTON E	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
475410	KELLY, ADE'KAMIL	NEWARK CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
502815	KELLY, DUPRE L	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
502879	KETTLES, KHALIL T	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503422	LEBRON, MARIA E	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
481046	LLOYD, LYNDA A	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
475395	MCCOY, JIMMY L	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
461281	MCIVER, LAMONICA	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503682	MILTON, NOBLE D	NEWARK CITY	MAYOR	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
473962	MONTAGUE, SHEILA A	NEWARK CITY	MAYOR	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503530	NIVAR, JORDY	NEWARK CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
503581	NIVAR, JORDY	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503693	NORTON, ASIA J	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
505609	NORTON, ASIA J	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	RUNOFF	2026	NEWARK CITY
503687	OLIVERA, PABLO A	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503697	OUTLAW, MALCOLM X SR	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503443	PEPPERS, RASHEEN M	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503490	PETERS, TAWHEED	NEWARK CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-APRIL	2026	NEWARK CITY
502814	QUILES, JACQUELINE	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503553	QUINTANA, LUIS A	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
438228	RAMOS, ANIBAL JR	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503407	RIVERA, EDDEN O	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503680	SALTERS, DEBRA L	NEWARK CITY	MAYOR	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503692	SANCHEZ, MARCOS M	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503009	SANTANA, VERELIZ	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
502817	SCOTT-ROUNTREE BEY COUNCIL CRUMP & KELLY (BARAKA, QUILES) TEAM BARAKA 2026	NEWARK CITY	JOINT CANDIDATES CMTE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
453829	SCOTT-ROUNTREE, LOUISE	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503689	SHABAZZ, YUSUF A	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
447217	SILVA, MICHAEL J	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503683	SINGLETON, NASHEEDAH S	NEWARK CITY	MAYOR	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
460791	TALMADGE, RYAN	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
473663	TILLMAN, GEORGE  JR	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
503690	VAUGHN, LAMONT T	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
477217	WHITE, ALTARIK B SR	NEWARK CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
482040	YOUNGBLOOD, JHAMAR D	NEWARK CITY	MAYOR	NONPARTISAN	MUNICIPAL - MAY	2026	NEWARK CITY
509010	CRISTOBAL, LAILA	NORTH CALDWELL BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NORTH CALDWELL BOROUGH
509107	DIGIOVANNI, RUTH	NORTH CALDWELL BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NORTH CALDWELL BOROUGH
507910	FLORIA-CALLORI, ANTHONY	NORTH CALDWELL BOROUGH	MUNICIPAL OFFICE	DEMOCRAT	GENERAL	2026	NORTH CALDWELL BOROUGH
505194	FLORIA-CALLORI, ANTHONY	NORTH CALDWELL BOROUGH	MUNICIPAL OFFICE	DEMOCRAT	PRIMARY	2026	NORTH CALDWELL BOROUGH
505195	LUERS-FRANCO, AIMEE	NORTH CALDWELL BOROUGH	MUNICIPAL OFFICE	DEMOCRAT	PRIMARY	2026	NORTH CALDWELL BOROUGH
507911	LUERS-FRANCO, AIMEE	NORTH CALDWELL BOROUGH	MUNICIPAL OFFICE	DEMOCRAT	GENERAL	2026	NORTH CALDWELL BOROUGH
509035	PATEL MALIGE, SAPNA	NORTH CALDWELL BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NORTH CALDWELL BOROUGH
509011	SCHAER, JONATHAN R	NORTH CALDWELL BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NORTH CALDWELL BOROUGH
509009	STREET, JASON	NORTH CALDWELL BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NORTH CALDWELL BOROUGH
505196	TILTON, KENNETH	NORTH CALDWELL BOROUGH	MAYOR	REPUBLICAN	PRIMARY	2026	NORTH CALDWELL BOROUGH
507909	TILTON, KENNETH	NORTH CALDWELL BOROUGH	MAYOR	REPUBLICAN	GENERAL	2026	NORTH CALDWELL BOROUGH
509034	VED, DAVID	NORTH CALDWELL BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NORTH CALDWELL BOROUGH
509039	BALSAMO, SALVATORE	NUTLEY TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NUTLEY TOWN
509038	BATTAGLIA, JOE	NUTLEY TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NUTLEY TOWN
509037	DANCHAK-MARTIN, LISA	NUTLEY TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NUTLEY TOWN
509040	FERRARO, SALVATORE	NUTLEY TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NUTLEY TOWN
509041	MARSALA, MICHAEL	NUTLEY TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	NUTLEY TOWN
503701	COLEY, KERRY	ORANGE CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	ORANGE CITY
509043	DAVIS, SAMANTHA	ORANGE CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	ORANGE CITY
503699	EASON, TENCY	ORANGE CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	ORANGE CITY
503702	HALL, ANTOINETT A	ORANGE CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	ORANGE CITY
503703	HILBERT, QUANTAVIA L	ORANGE CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	ORANGE CITY
503401	JAMES, LYNVAL H	ORANGE CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	ORANGE CITY
509044	LAMBERT WINGFIELD, JEFF	ORANGE CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	ORANGE CITY
473650	OGBOURNE, LYNN	ORANGE CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	ORANGE CITY
503700	SUMMERS-JOHNSON, JAMIE B	ORANGE CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	ORANGE CITY
509042	TURNER, FATIMAH	ORANGE CITY	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	ORANGE CITY
503462	WARD, JAMES H III	ORANGE CITY	MUNICIPAL OFFICE	NONPARTISAN	MUNICIPAL - MAY	2026	ORANGE CITY
460864	BARDI, CHRISTOPHER	ROSELAND BOROUGH	MUNICIPAL OFFICE	DEMOCRAT	PRIMARY	2026	ROSELAND BOROUGH
460885	BARDI, CHRISTOPHER	ROSELAND BOROUGH	MUNICIPAL OFFICE	DEMOCRAT	GENERAL	2026	ROSELAND BOROUGH
505197	BIRONT, JOHN	ROSELAND BOROUGH	MUNICIPAL OFFICE	DEMOCRAT	PRIMARY	2026	ROSELAND BOROUGH
507913	BIRONT, JOHN	ROSELAND BOROUGH	MUNICIPAL OFFICE	DEMOCRAT	GENERAL	2026	ROSELAND BOROUGH
509046	CIANNI VILLOPOTO, ANGELICA	ROSELAND BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	ROSELAND BOROUGH
509047	SCARAGGI, ALLISON	ROSELAND BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	ROSELAND BOROUGH
509449	SPANGO BARDI & BIRONT COMMITTEE TO RE-ELECT	ROSELAND BOROUGH	JOINT CANDIDATES CMTE	DEMOCRAT	GENERAL	2026	ROSELAND BOROUGH
507912	SPANGO, JAMES R	ROSELAND BOROUGH	MAYOR	DEMOCRAT	GENERAL	2026	ROSELAND BOROUGH
442150	SPANGO, JAMES R	ROSELAND BOROUGH	MAYOR	DEMOCRAT	PRIMARY	2026	ROSELAND BOROUGH
505805	ZABLOW & ZABLOW	ROSELAND BOROUGH	JOINT CANDIDATES CMTE	REPUBLICAN	GENERAL	2026	ROSELAND BOROUGH
505803	ZABLOW, AARON	ROSELAND BOROUGH	MUNICIPAL OFFICE	REPUBLICAN	GENERAL	2026	ROSELAND BOROUGH
505804	ZABLOW, JENNIFER	ROSELAND BOROUGH	MUNICIPAL OFFICE	REPUBLICAN	GENERAL	2026	ROSELAND BOROUGH
505634	ZEBLOW & ZEBLOW	ROSELAND BOROUGH	JOINT CANDIDATES CMTE	REPUBLICAN	PRIMARY	2026	ROSELAND BOROUGH
505331	ZEBLOW , AARON	ROSELAND BOROUGH	MUNICIPAL OFFICE	REPUBLICAN	PRIMARY	2026	ROSELAND BOROUGH
505332	ZEBLOW, JENNIFER	ROSELAND BOROUGH	MUNICIPAL OFFICE	REPUBLICAN	PRIMARY	2026	ROSELAND BOROUGH
508671	DIAZ, KEVIN	SOUTH ORANGE VILLAGE 	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	SOUTH ORANGE VILLAGE
509048	BOONE, MICHAEL	VERONA BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	VERONA BOROUGH
509051	DEO, ANTHONY J	VERONA BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	VERONA BOROUGH
509050	FERRERA, DIANA	VERONA BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	VERONA BOROUGH
507177	FRENKLAKH, DANIEL	VERONA BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	VERONA BOROUGH
509049	GOMAN, ROBERT W III	VERONA BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	VERONA BOROUGH
505719	HARTWYK, KATHERINE	VERONA BOROUGH	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	VERONA BOROUGH
509483	ROSA, JACQUELINE	VERONA BOROUGH	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	VERONA BOROUGH
506290	SCHOR, COREY	VERONA BOROUGH	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	VERONA BOROUGH
508276	WOODS, JASON J	VERONA BOROUGH	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	VERONA BOROUGH
503648	CANALE, KATHY L	WEST CALDWELL BOROUGH	MUNICIPAL OFFICE	REPUBLICAN	PRIMARY	2026	WEST CALDWELL BOROUGH
505965	CANALE, KATHY L	WEST CALDWELL BOROUGH	MUNICIPAL OFFICE	REPUBLICAN	GENERAL	2026	WEST CALDWELL BOROUGH
505964	DOCTEROFF, MICHAEL	WEST CALDWELL BOROUGH	MUNICIPAL OFFICE	REPUBLICAN	GENERAL	2026	WEST CALDWELL BOROUGH
503647	DOCTEROFF, MICHAEL	WEST CALDWELL BOROUGH	MUNICIPAL OFFICE	REPUBLICAN	PRIMARY	2026	WEST CALDWELL BOROUGH
509007	LANDOLFI-JEFFERSON, MARISA	WEST CALDWELL BOROUGH	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	WEST CALDWELL BOROUGH
505966	TEMPESTA DOCTEROFF & CANALE	WEST CALDWELL BOROUGH	JOINT CANDIDATES CMTE	REPUBLICAN	GENERAL	2026	WEST CALDWELL BOROUGH
503649	TEMPESTA DOCTEROFF & CANALE	WEST CALDWELL BOROUGH	JOINT CANDIDATES CMTE	REPUBLICAN	PRIMARY	2026	WEST CALDWELL BOROUGH
505963	TEMPESTA, JOSEPH JR	WEST CALDWELL BOROUGH	MAYOR	REPUBLICAN	GENERAL	2026	WEST CALDWELL BOROUGH
470812	TEMPESTA, JOSEPH JR	WEST CALDWELL BOROUGH	MAYOR	REPUBLICAN	PRIMARY	2026	WEST CALDWELL BOROUGH
505446	BENNETT, MICAELA	WEST ORANGE TOWN	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
505616	DVORIN, MATTHEW	WEST ORANGE TOWN	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
505650	GIBBONS, KENNETH	WEST ORANGE TOWN	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
505235	GOLDSMAN, JUSTIN	WEST ORANGE TOWN	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
503679	HENDY, JACKIE	WEST ORANGE TOWN	MUNICIPAL OFFICE	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
505354	KRAKOVIAK, JOE	WEST ORANGE TOWN	MAYOR	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
448273	MCCARTNEY, SUSAN	WEST ORANGE TOWN	MAYOR	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
509053	MIMS, BRENDA T	WEST ORANGE TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	WEST ORANGE TOWN
502751	ROCK, BRIAN	WEST ORANGE TOWN	MAYOR	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
505617	RUDIN, JOYCE L	WEST ORANGE TOWN	MAYOR	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
506982	SCARPA, SUSAN	WEST ORANGE TOWN	MAYOR	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
509052	VERA, MARIA	WEST ORANGE TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	WEST ORANGE TOWN
507608	WEINTRAUB, LAWRENCE	WEST ORANGE TOWN	SCHOOL BOARD	NONPARTISAN	SCHOOL BOARD-NOV.	2026	WEST ORANGE TOWN
502953	WILLIAMS, TAMMY M	WEST ORANGE TOWN	MAYOR	NONPARTISAN	GENERAL	2026	WEST ORANGE TOWN
